avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
137,information_technology,,0.97629958,5,,low,0.925048595,Employed,4
177,sales,,0.849891506,3,,low,0.698743224,Employed,4
149,marketing,,,2,,low,0.495922291,Left,3
158,sales,,0.907941292,5,,medium,0.866321579,Employed,4
188,engineering,,0.486167484,3,,low,0.87919439,Employed,3
135,sales,,0.826712897,5,,medium,0.576354614,Employed,2
146,sales,,1,4,,medium,0.728461875,Employed,3
263,IT,,0.856460473,5,,low,0.134714355,Left,4
190,engineering,,,4,,medium,0.566026136,Employed,3
229,sales,,,3,,medium,0.852657338,Employed,3
185,IT,1,0.916734778,3,,medium,0.457163649,Employed,2
305,marketing,,0.867815617,6,,low,0.100271573,Left,4
163,marketing,1,0.722189228,3,,medium,0.742160014,Employed,3
99,IT,,0.348049993,3,,medium,0.24481443,Employed,4
256,product,,0.611137678,5,,low,0.858163445,Employed,7
173,support,,0.909849946,4,,low,0.713828013,Employed,4
272,sales,,,2,,low,0.898622701,Employed,2
195,support,,,4,,medium,0.616394649,Employed,3
150,finance,,0.726948327,3,1,medium,0.152906961,Employed,4
223,sales,,0.922927822,5,,low,0.751341249,Employed,3
220,management,,0.700042569,4,1,medium,0.534457574,Employed,3
131,engineering,1,,4,,low,0.95674229,Employed,3
148,support,,0.555867916,2,,low,0.384307483,Left,3
159,engineering,1,0.526473377,3,,high,0.586112043,Employed,4
255,management,,0.744226696,6,,low,0.167731532,Left,4
251,engineering,,,3,,medium,1,Employed,3
243,engineering,,0.865753059,4,,high,0.742491815,Employed,3
204,engineering,,0.891337152,3,,high,0.706354194,Employed,2
257,support,,0.824071975,5,,medium,0.565628458,Employed,3
213,support,,0.518812015,3,,medium,0.737463682,Employed,3
145,sales,,0.878256871,5,,medium,0.535476271,Employed,3
95,temp,1,,1,,high,,Employed,
209,engineering,,0.557132965,4,,low,0.65367995,Employed,2
235,IT,,0.534645608,2,,medium,0.654050863,Employed,7
204,IT,,0.776093743,4,,medium,0.489222604,Employed,3
143,engineering,1,1,4,,medium,0.771011267,Employed,3
240,product,,0.916143508,4,,low,0.898065573,Employed,3
132,IT,,,2,,medium,0.358812953,Left,3
137,engineering,,0.480866516,2,,medium,0.436214514,Left,3
241,engineering,,1,3,,low,0.557874685,Employed,4
211,sales,,0.700678691,3,,high,0.617605641,Employed,4
104,sales,,0.787175424,4,,medium,0.552302184,Employed,4
129,sales,,0.543717646,2,,low,0.432275827,Left,3
230,marketing,,0.582586078,5,,low,0.453587502,Employed,6
199,sales,,0.879227154,4,,low,0.594779582,Employed,3
153,admin,,0.539320838,4,,low,0.603694031,Employed,4
216,marketing,,0.63266306,4,,medium,0.812807785,Employed,2
245,sales,,0.894532329,5,,low,0.86253394,Left,5
175,product,,0.780548861,4,,medium,0.825674299,Employed,3
237,,,0.538149323,3,,medium,0.529439189,Employed,3
223,support,1,0.60538704,3,,low,0.655062409,Employed,3
147,sales,,0.525219007,2,,low,0.432658058,Left,3
274,admin,,0.737579688,4,,low,0.772180947,Employed,2
224,IT,,0.832570445,5,,low,0.799438562,Employed,4
213,marketing,1,,4,,medium,0.689841493,Employed,3
135,product,,0.407513206,4,,high,0.439776634,Employed,2
245,management,,0.981229096,6,,low,0.13747635,Left,4
274,support,,0.754134484,6,,medium,0.067184162,Left,4
260,engineering,,0.894357528,3,,low,0.961106488,Employed,5
169,management,,0.792907656,4,,medium,0.780571425,Employed,10
168,management,,0.745343982,4,,low,0.847370302,Employed,3
284,IT,,0.735487831,6,,medium,0.174989764,Employed,4
132,engineering,,0.513685117,2,,low,0.326522394,Left,3
124,sales,,0.94440539,5,,low,0.806176223,Employed,3
205,,,0.594191556,6,,low,0.130083577,Employed,3
191,IT,,0.506597732,4,,low,0.112547339,Employed,5
204,sales,1,0.683562789,4,,low,0.726329927,Employed,3
182,sales,1,0.892700465,4,,high,0.615559426,Employed,3
170,marketing,,0.542276833,4,,medium,0.902724623,Employed,3
180,management,,0.499633823,4,,high,0.588430814,Employed,4
267,engineering,,0.78561424,3,,medium,0.529708903,Employed,4
155,product,,0.425981362,3,,medium,0.404298779,Employed,10
239,marketing,,1,5,,low,0.843066666,Left,6
213,,1,0.953600801,4,,low,0.181792427,Employed,5
231,procurement,,0.59498543,5,,medium,0.797682329,Employed,2
149,product,,0.586022873,4,,medium,0.837422373,Employed,2
158,IT,,,4,,low,0.746367115,Employed,3
241,engineering,,0.544077192,3,,low,0.137362184,Employed,2
142,marketing,,0.947088235,2,,high,0.644453206,Employed,3
153,sales,,,3,,low,0.901683345,Employed,2
100,sales,,0.522199356,5,,medium,0.19240604,Employed,3
140,engineering,,0.523598613,5,,medium,0.911539862,Employed,3
238,engineering,,0.881671837,3,,low,0.923135853,Employed,2
262,procurement,1,0.638305115,3,,low,0.532694309,Employed,2
272,information_technology,1,0.730495282,4,,low,0.538927006,Employed,2
173,support,,0.786859839,4,,medium,0.732727023,Employed,2
273,sales,,0.873743854,4,,medium,0.51965893,Employed,2
159,marketing,,0.51232857,2,,low,0.475226273,Left,3
165,finance,,,5,,low,0.47885283,Employed,2
162,marketing,,0.623745424,5,,high,0.535386437,Employed,3
188,marketing,,0.586459316,3,,high,0.925327573,Employed,3
244,engineering,,0.793598545,3,,medium,0.799988856,Employed,2
215,sales,,0.611943013,6,,low,0.172941919,Employed,5
130,sales,,0.474438278,2,,low,0.34708419,Left,3
225,,,0.728936141,4,,low,0.77607378,Employed,3
236,sales,,0.853608573,4,,medium,0.816641287,Left,5
183,engineering,,0.783970598,3,,medium,0.879846743,Employed,3
262,sales,,0.849248076,5,,low,0.745367708,Left,5
249,sales,,0.927901693,6,,low,0.140585521,Left,4
237,engineering,,0.548864144,5,,low,0.871685364,Employed,3
134,marketing,,,5,1,medium,0.347927629,Employed,2
263,information_technology,,0.896132993,2,,low,0.976574598,Employed,3
193,marketing,,0.661486209,3,,medium,0.645951177,Employed,2
183,information_technology,1,0.603657911,3,,low,0.674219609,Employed,4
145,sales,,0.591274254,3,,low,0.831054156,Employed,8
151,admin,,0.458269224,2,,medium,0.38199181,Left,3
115,support,1,0.962556703,3,,low,0.869038442,Employed,2
270,procurement,,0.497208679,4,,medium,0.859472766,Employed,3
152,engineering,,0.641805332,4,,medium,0.793931055,Employed,3
246,support,,,4,,low,0.519490482,Employed,3
219,sales,,0.959068949,4,,low,0.823709507,Left,5
137,product,1,0.89547318,6,,low,0.961888638,Employed,8
253,product,,0.890877059,5,,low,0.686478917,Left,5
213,product,,,3,,medium,0.701940505,Employed,3
177,sales,1,0.546685029,4,,low,0.633440219,Employed,3
264,product,,0.689034797,5,,medium,0.873556264,Employed,3
268,sales,,0.780091041,4,,low,0.977827912,Employed,4
238,product,,0.512720845,3,,low,0.878340978,Employed,2
159,IT,,0.890781098,3,,high,0.682940415,Employed,2
198,engineering,,0.884598724,5,,low,0.458520745,Employed,4
211,information_technology,1,0.998343043,6,,low,0.137842376,Employed,6
128,sales,,0.506880111,2,,medium,0.35061946,Left,3
188,engineering,,0.571615015,4,,low,0.72157909,Employed,3
190,support,,0.672038177,3,,low,0.768446544,Employed,3
287,engineering,,0.951415539,6,,medium,0.1050274,Left,4
158,marketing,1,0.35236987,3,,low,0.577375597,Employed,8
241,sales,,0.991951185,5,,medium,0.95316674,Left,5
125,temp,,,2,,medium,,Employed,
272,sales,1,0.866733364,4,,medium,1,Employed,4
141,product,,0.548787481,2,,medium,0.457786566,Left,3
170,support,,0.946779111,4,,medium,0.587846921,Employed,3
151,sales,,0.906187269,3,,medium,0.61224843,Employed,3
183,support,,0.695144759,3,,medium,0.934993858,Employed,3
159,finance,,0.329813273,5,,low,0.102252484,Employed,2
236,sales,,0.556012907,4,,low,1,Employed,4
156,sales,,0.417161058,5,,medium,0.456243296,Employed,4
144,management,,0.592947045,3,,low,0.621349904,Employed,3
131,finance,,0.523122762,5,,low,0.787008102,Employed,3
171,sales,,0.818582971,3,,low,0.842436648,Employed,3
127,sales,1,0.448813563,2,,low,0.44264565,Left,3
223,sales,,0.751113671,3,,medium,0.877408121,Employed,3
244,product,,0.699067414,5,,low,0.579521312,Employed,3
162,engineering,,0.671796259,3,,low,0.633091936,Employed,3
272,sales,,0.467034018,5,,low,0.94282601,Employed,3
141,sales,,0.529515332,2,,low,0.394023141,Left,3
127,IT,,0.503661183,2,,medium,0.426638899,Left,3
240,information_technology,,0.981783332,5,,medium,0.640241338,Employed,5
251,engineering,,0.871963696,6,,medium,0.176379791,Left,4
178,support,1,0.639619122,4,,high,0.750712513,Employed,2
237,finance,,0.818983243,3,,low,0.507318875,Employed,3
146,support,,0.70247118,2,,medium,0.320042632,Employed,3
139,engineering,,0.915883506,3,,low,0.894093438,Employed,3
143,sales,,0.528891326,2,,medium,0.517271664,Left,3
165,management,1,0.63217606,5,,medium,0.60346689,Employed,3
205,sales,1,0.534207363,4,,low,0.129332839,Employed,5
169,support,,0.576200449,5,,medium,0.305471109,Employed,4
151,sales,,,2,,medium,0.321573774,Left,3
164,sales,,0.787577879,4,,low,0.714713206,Employed,4
211,sales,,0.527770916,3,,medium,0.938705232,Employed,7
153,sales,1,0.496785239,2,,low,0.367252552,Left,3
139,sales,,0.723551232,3,,medium,0.903877652,Employed,3
267,engineering,1,0.663483606,4,,low,0.930742831,Employed,3
145,,,0.504420281,2,,medium,0.371610496,Left,3
154,support,1,,2,,medium,0.417144847,Left,3
127,management,,0.505856157,2,,low,0.422610235,Left,3
258,sales,,1,4,,medium,0.529034123,Employed,2
279,support,,0.872415967,4,,medium,0.8625699,Employed,6
232,engineering,,0.835310828,6,,medium,0.290614647,Employed,3
216,engineering,,1,4,,low,0.763114712,Left,6
277,IT,1,0.893508741,2,,low,0.27959241,Employed,6
243,sales,1,0.704252669,3,,medium,0.970070721,Employed,3
133,procurement,,,4,,medium,0.83203889,Employed,2
161,support,,0.678187796,5,,medium,0.560897914,Employed,2
219,IT,,0.494447754,5,,medium,0.654392949,Employed,3
157,finance,,0.46443538,2,,medium,0.235682067,Employed,3
143,engineering,,0.521471303,2,,medium,0.497733183,Left,3
281,support,,0.867274817,5,,medium,0.133900185,Left,4
183,marketing,,0.539044178,3,,low,0.591826696,Employed,4
196,engineering,,0.977554857,4,,low,0.248490108,Employed,5
239,product,,0.861186204,4,,medium,0.805968517,Employed,2
134,sales,,0.501513056,5,,high,0.57849957,Employed,3
142,engineering,,0.589187943,4,,medium,0.559520916,Employed,4
153,information_technology,,0.622214389,5,,low,1,Employed,2
280,finance,,0.981359983,4,,medium,0.32409119,Employed,3
151,support,,0.499374157,4,,medium,0.351146806,Employed,2
157,engineering,,,4,1,medium,0.547839789,Employed,3
235,finance,,1,5,,low,0.76573916,Left,5
140,sales,,0.454020127,2,,medium,0.334903162,Left,3
284,sales,,0.90545285,6,,low,0.119999748,Left,4
144,engineering,,0.667754523,4,,low,0.71089799,Employed,3
167,IT,,0.92398866,3,,low,0.917602777,Employed,3
182,engineering,,,5,,low,0.919925501,Employed,3
116,sales,,0.753547082,2,,low,0.579232352,Employed,3
233,sales,,0.801347603,3,,medium,0.757898994,Employed,3
261,sales,,0.840161723,3,,medium,0.520886037,Employed,4
191,support,,,3,,medium,0.669288605,Employed,2
169,engineering,,0.94289131,3,,low,0.872099745,Employed,3
154,sales,,,5,,low,0.676024695,Employed,2
275,sales,,0.904880441,5,,low,0.926183168,Left,5
140,support,,0.5798436,2,,low,0.36282755,Left,3
148,sales,,0.949213742,4,,low,0.472607367,Employed,3
265,sales,1,0.534746619,3,,medium,0.635473736,Employed,3
255,sales,,0.828635858,6,,low,0.109984648,Left,4
193,support,,0.644762906,2,,medium,0.75889386,Employed,5
182,sales,,0.860209104,3,,low,0.876226679,Employed,3
180,support,,0.853572841,4,,medium,0.475560482,Employed,2
153,engineering,,0.486181467,3,,low,0.547487568,Employed,2
266,sales,1,0.917864931,4,,low,0.812456029,Employed,3
243,engineering,,0.94745632,5,,medium,0.882681336,Left,5
111,engineering,,0.833205932,4,,medium,0.968252748,Employed,4
186,IT,1,0.436698964,3,,medium,0.547187079,Employed,3
143,sales,,0.997490561,3,,low,0.745378655,Employed,4
266,sales,,0.920623078,6,,medium,0.110540176,Left,4
148,,,0.504386824,2,,low,0.332689855,Left,3
148,sales,,0.93407593,5,,medium,0.966262154,Employed,4
131,,,0.522362477,2,,medium,0.415834427,Left,3
233,sales,,0.658721341,4,,medium,0.496250332,Employed,7
101,support,,0.866401375,4,,medium,0.927422552,Employed,6
274,product,,0.491769135,3,,medium,0.474232106,Employed,2
239,IT,1,0.727363105,5,,low,0.600044865,Employed,2
274,marketing,,0.912974171,7,,low,0.086990576,Left,5
227,engineering,,0.619423915,4,,medium,0.646111739,Employed,3
274,sales,,0.726396208,3,,medium,0.793443637,Employed,2
268,sales,,0.761472574,4,,medium,0.672591273,Employed,6
153,sales,,0.55674421,2,,low,0.387626289,Left,3
240,product,,0.893709754,4,,medium,0.466294926,Employed,8
248,sales,,0.850799248,4,,medium,0.559863861,Employed,2
189,support,1,0.827423402,3,,low,0.716650839,Employed,2
214,engineering,,0.53413789,3,,medium,0.496417699,Employed,3
130,sales,,0.484566505,2,,low,0.455295073,Left,3
179,engineering,,0.611126552,4,,low,0.640743832,Employed,3
201,sales,,0.875560351,4,,low,0.936558151,Employed,3
146,sales,,0.604621907,2,,medium,0.34721763,Left,3
212,sales,,0.381873415,6,,high,0.210458265,Employed,6
215,support,1,0.727403092,5,,low,0.857187882,Employed,2
137,sales,,,2,,low,0.41846661,Left,3
160,sales,,0.463751702,2,1,low,0.464230082,Left,3
155,support,,0.537898462,2,,low,0.345641249,Left,3
261,finance,,0.822859992,3,1,low,0.501424284,Employed,8
134,finance,,0.775647773,3,,low,0.82998544,Employed,3
110,support,,0.595051934,3,,low,0.554457083,Employed,3
258,sales,,,3,,medium,0.804032637,Employed,3
261,support,,0.832945782,6,,low,0.115880694,Left,4
164,sales,,0.958500993,4,,medium,0.590578986,Employed,4
173,admin,,,3,,low,0.231906094,Employed,2
246,support,,0.62488963,5,,medium,0.877855073,Employed,3
266,management,,1,4,,low,0.591680514,Employed,3
222,,,0.55307452,5,,low,0.506001241,Employed,4
145,engineering,,0.512591618,2,,medium,0.374491492,Left,3
301,,,0.919232515,7,,low,0.059518255,Left,4
218,,,0.489441817,3,,medium,0.646017463,Employed,2
149,engineering,,0.485642365,2,,medium,0.402517722,Left,3
274,product,1,0.503997816,3,,medium,0.505504858,Employed,2
273,product,,,3,,high,0.940548443,Employed,3
135,sales,,0.54770576,2,,low,0.506958635,Left,3
70,temp,1,,1,,low,,Employed,
183,support,,0.838964071,5,,low,0.486214011,Employed,3
90,temp,,,1,,medium,,Employed,
126,sales,,0.652444946,3,,low,0.489328936,Employed,2
210,engineering,,0.573550886,4,,medium,0.713923363,Employed,4
140,marketing,,0.943710733,5,,medium,0.732238871,Employed,8
231,management,,0.918416284,4,,low,0.884655607,Employed,5
225,finance,,0.893364749,4,,low,0.845350132,Left,5
139,,,0.595232635,3,,medium,0.297253297,Employed,2
145,product,,0.581184695,2,,low,0.385375719,Employed,2
222,information_technology,,0.79890825,4,,medium,0.804232931,Employed,3
133,support,,0.816476665,4,,medium,0.932694188,Employed,2
246,management,,0.654111122,3,,medium,0.875890285,Employed,3
241,sales,,0.960541158,5,,low,0.734944463,Left,5
249,support,,0.71978795,4,,low,0.524478348,Employed,3
186,,,,4,,low,0.715554135,Employed,3
216,IT,,0.703074768,4,,low,0.814157014,Employed,3
153,product,,0.495021689,2,,medium,0.475651393,Left,3
187,sales,,0.48632273,5,,low,0.24418932,Employed,2
214,support,,0.851605561,3,,high,0.782528371,Employed,2
221,IT,1,0.552367414,3,,low,0.446654675,Employed,3
172,engineering,,0.562993986,3,,high,0.930586123,Employed,2
148,support,,0.947372241,3,,medium,1,Employed,3
210,sales,,0.52434287,3,,high,0.195964482,Employed,3
210,product,,0.792499945,5,,high,0.895941574,Employed,3
268,IT,,0.842616216,6,,medium,0.175876829,Left,4
191,IT,,0.452816903,3,,medium,0.545559371,Employed,3
240,product,,0.467491387,6,,low,0.145776003,Employed,2
233,IT,,1,4,,low,0.71484053,Left,5
148,sales,,,2,,low,0.36026943,Left,3
247,engineering,,0.538281202,5,,high,0.581932011,Employed,4
227,support,,0.800834449,3,,medium,0.763682796,Employed,2
217,support,,0.579518999,4,,medium,0.930493737,Employed,2
233,sales,,0.941620893,4,,low,0.884496598,Left,5
257,engineering,,0.905538273,5,,low,0.802642713,Left,5
132,sales,,0.692190515,3,,medium,1,Employed,2
161,management,,0.569646872,4,1,medium,0.613170369,Employed,7
261,IT,,0.878444187,6,,medium,0.101731431,Left,4
263,IT,,0.856143008,5,,low,0.149290201,Left,4
274,sales,,0.627775027,3,,medium,0.774268387,Employed,3
268,support,,0.530214346,4,,high,0.483127208,Employed,4
225,engineering,,0.994869858,4,,low,0.895298257,Left,5
218,engineering,,0.494931913,4,,low,0.862852937,Employed,2
158,product,,0.621415335,4,,low,0.655193151,Employed,3
142,information_technology,,,2,,low,0.393127609,Left,3
149,finance,1,0.497046948,2,,medium,0.445590675,Left,3
240,sales,,0.793709939,4,,medium,0.800314228,Left,5
229,IT,,0.634696717,4,,medium,0.645358395,Employed,3
192,engineering,,0.572752888,4,,high,0.666717998,Employed,3
222,management,,0.582375638,5,,high,0.722222593,Employed,10
213,sales,,0.419146165,5,,low,0.483643426,Employed,3
252,sales,,0.859768473,4,,high,1,Employed,2
157,support,,0.721073676,5,,low,0.85507009,Employed,4
256,support,,0.931835487,6,,low,0.067132214,Left,4
217,IT,,0.507834492,5,,low,0.203413413,Employed,4
229,engineering,1,0.711530342,5,,low,0.863558273,Employed,3
273,engineering,,0.949634675,7,,medium,0.067722558,Left,4
225,management,,0.681566306,2,,high,0.577820266,Employed,10
142,sales,,0.525744817,4,,low,0.781134982,Employed,4
158,engineering,,0.5208158,2,,low,0.475622072,Left,3
164,engineering,,1,3,,low,0.646903817,Employed,2
198,finance,,0.947229619,3,,low,0.5154691,Employed,4
275,engineering,,0.674964484,4,,medium,0.625894692,Left,6
97,IT,,0.489929637,4,,low,0.388831222,Employed,2
256,support,,0.973376656,5,,low,0.860672877,Left,5
241,support,1,0.906695313,5,,low,0.817500877,Left,5
248,sales,,0.797783801,5,,medium,0.591604869,Employed,3
156,sales,,0.522966431,2,,medium,0.409809055,Left,3
157,support,,0.719723882,4,,medium,0.624457081,Employed,4
245,sales,,0.55760721,3,,low,0.559320717,Employed,3
232,information_technology,,0.86127669,4,,low,0.847679905,Employed,3
244,engineering,,0.920290231,5,,high,0.121426634,Employed,6
186,admin,,0.708752896,4,,low,0.481447149,Employed,3
132,sales,,0.429947053,2,,low,0.431264215,Left,3
178,support,,0.520249697,4,,medium,0.646586596,Employed,2
247,sales,,0.806199772,4,,high,0.964702195,Employed,3
149,sales,,0.617477915,3,,medium,0.542886302,Employed,4
192,engineering,,0.617472752,3,,medium,0.547374312,Employed,3
216,,,,4,,low,0.562132974,Employed,2
125,sales,,0.975359436,5,,medium,0.615043756,Employed,4
202,sales,,0.840340665,3,,medium,0.715748341,Employed,2
195,engineering,,0.75193218,3,,medium,0.557488773,Employed,3
235,IT,,0.957641996,5,,low,0.725714892,Left,5
263,IT,,0.915096612,6,,low,0.139085448,Left,4
231,procurement,1,0.754716202,4,,high,1,Employed,3
246,engineering,,0.577280167,3,,medium,0.707607778,Employed,3
146,engineering,,0.996374351,4,,low,0.55413434,Employed,10
141,sales,,0.774661905,4,,low,0.534147635,Employed,3
224,sales,1,0.861294311,5,,low,0.846314758,Employed,3
224,support,,0.906086956,3,,low,0.661886918,Employed,3
259,sales,,0.769117803,4,,medium,0.857344241,Employed,3
244,sales,,0.741179068,3,,high,0.918486754,Employed,3
207,sales,1,0.582487477,4,,medium,0.763963308,Employed,2
173,support,,0.921593796,4,,low,0.684228404,Employed,4
167,information_technology,1,,4,,medium,0.858297323,Employed,3
106,sales,,0.940093935,4,,medium,0.192427469,Employed,2
158,sales,,0.512272844,3,,medium,0.552279827,Employed,3
184,product,,,5,,low,0.833360158,Employed,3
157,information_technology,,0.595851735,2,,low,0.390135069,Left,3
144,marketing,1,0.803489172,4,,medium,0.825608699,Employed,2
223,IT,,0.615062744,4,,low,0.993000452,Employed,10
191,engineering,,0.436937871,4,,medium,0.522366173,Employed,3
133,sales,,0.544695792,2,,medium,0.386346977,Left,3
185,management,1,0.836928752,3,,low,0.137707566,Employed,4
254,product,,0.824611391,5,,medium,0.914265846,Left,5
193,IT,1,,3,,medium,0.473707013,Employed,3
229,product,1,0.977845849,5,,low,0.535668321,Employed,3
138,engineering,,0.497359856,2,,medium,0.503147649,Left,3
165,IT,1,0.698451295,3,,low,0.63643362,Employed,3
146,support,,0.497203314,2,,low,0.409646389,Left,3
156,sales,,0.448190925,2,,low,0.395322354,Left,3
193,management,,0.974784711,3,1,high,0.23021222,Employed,10
282,engineering,1,0.461180637,6,,low,0.22206833,Employed,6
166,sales,1,0.583903119,3,,medium,0.962658336,Employed,6
261,support,,0.853155247,3,,medium,0.476508768,Employed,2
186,product,,0.5839488,4,,low,0.839548614,Employed,3
179,finance,,,5,,low,0.534335659,Employed,3
274,sales,,0.875092794,5,,low,0.779126024,Left,5
108,sales,,0.794306543,2,,low,0.415569548,Employed,3
153,engineering,,0.839476711,3,,low,0.872890683,Employed,3
188,engineering,,0.551359848,5,,medium,0.56541293,Employed,3
273,IT,,0.584887644,4,,medium,0.876337843,Employed,4
247,engineering,,0.53965097,4,1,high,0.928435447,Employed,3
279,sales,1,0.815763305,3,,medium,0.900889375,Employed,3
277,sales,,0.943503026,7,,low,0.143369121,Left,5
184,engineering,,0.907857125,4,,low,0.28280193,Left,3
279,sales,,0.555225132,5,,medium,0.717209194,Employed,2
182,,,0.874461785,5,,low,0.764881661,Employed,3
260,support,,0.674686252,4,,low,0.779787399,Employed,2
246,,,0.884090448,6,,medium,0.131505012,Left,4
147,product,,0.521792026,2,,medium,0.361747758,Left,3
181,engineering,,0.793033972,4,,medium,0.620393943,Employed,3
167,support,,1,4,,high,0.849788828,Employed,3
153,marketing,,0.675263071,2,,low,0.6114116,Employed,3
169,engineering,,0.576929147,6,,low,0.21455127,Employed,4
162,sales,1,0.948157856,3,,low,0.706312024,Employed,3
106,management,,0.370502425,3,,high,0.541106876,Employed,8
249,admin,,0.930940536,3,,low,0.772286151,Employed,4
216,support,1,0.832767074,5,,medium,0.707192499,Employed,10
217,engineering,,0.971862506,3,,medium,0.848427705,Employed,3
111,IT,,0.573626297,4,,low,0.334416822,Employed,6
260,sales,,0.811605757,6,,low,0.094698368,Left,4
254,engineering,,0.705990251,3,,low,0.857847894,Employed,2
242,sales,,0.881971416,5,,low,0.932646983,Left,5
148,sales,,0.639747649,3,,medium,0.2310088,Employed,5
146,marketing,1,0.854817394,5,,low,0.60588182,Employed,7
273,sales,,0.787917452,3,,medium,0.91653695,Employed,10
209,sales,,0.593666333,4,1,medium,0.737840916,Employed,3
227,IT,,0.614586501,5,,low,0.715281683,Employed,4
268,management,,0.500073289,2,,high,0.784595116,Employed,2
146,sales,,0.922186446,3,,low,0.106140893,Employed,5
248,sales,,0.918494499,4,,low,0.498962838,Employed,3
249,finance,,0.853480102,2,,low,0.349607726,Employed,3
223,support,1,0.949030017,5,,low,0.733578394,Employed,3
258,support,,0.840682256,5,,low,0.867364226,Left,5
187,management,,0.58876543,4,,low,0.755174276,Employed,2
280,support,,0.957406668,6,,low,0.15842664,Left,4
112,IT,,0.640356386,3,,medium,0.629508642,Employed,5
145,engineering,,0.522893038,2,,low,0.525382411,Left,3
269,IT,,0.798430428,5,,medium,0.62376826,Employed,2
214,management,1,0.64972041,3,,high,0.800357251,Employed,8
131,finance,,,2,,low,0.488056494,Left,3
190,sales,,0.936819611,5,,medium,0.739624276,Employed,3
130,temp,1,,2,,low,,Employed,
233,sales,,,4,,low,0.715227042,Employed,2
248,product,,0.913986741,4,,medium,0.845570361,Left,5
168,support,,0.625660614,3,1,low,0.975570791,Employed,3
202,sales,,0.655755174,4,,high,0.858935291,Employed,3
137,sales,,0.934801551,4,,medium,0.65066113,Employed,3
176,finance,,0.99345465,5,1,medium,0.908720517,Employed,6
273,engineering,,0.724073951,4,,low,0.596643991,Employed,2
158,support,,0.876020567,3,,medium,0.676100003,Employed,2
243,engineering,,0.608158621,4,,low,0.849905692,Employed,2
207,support,,0.354396185,4,,low,0.791636059,Employed,5
147,sales,,,2,,low,0.49668868,Left,3
239,information_technology,,0.675404742,5,,medium,0.549837965,Employed,5
110,marketing,1,0.416493646,6,,low,0.23260535,Employed,4
164,IT,,0.815388362,3,,low,0.842832109,Employed,3
202,support,,0.617087192,3,,medium,0.657305762,Employed,2
162,sales,,,4,,low,0.526473324,Employed,2
156,marketing,1,0.540507516,3,,medium,0.679690896,Employed,3
263,support,,0.871358221,4,,low,0.684409774,Employed,2
205,support,,0.669560013,3,,medium,0.81885338,Employed,2
158,support,,0.759841812,4,,medium,0.812143641,Employed,3
196,sales,1,0.997451371,3,,medium,0.165887762,Employed,5
177,marketing,,0.461488734,3,,high,0.350168051,Employed,3
169,management,,0.920621749,5,,medium,0.457378181,Employed,3
135,,1,0.514948035,3,,medium,0.587750837,Employed,3
154,marketing,1,0.561476507,2,,medium,0.43970353,Left,3
267,sales,,0.594397458,4,,low,0.708240955,Employed,3
169,engineering,,0.923479129,2,,medium,0.780903419,Employed,3
282,sales,,0.869406427,5,,low,0.727470965,Employed,4
298,sales,,0.965138195,6,,low,0.094686198,Left,4
168,engineering,,0.638677654,3,,medium,0.52879898,Employed,4
140,sales,,0.467978307,2,,low,0.461881391,Left,3
268,admin,,0.772076394,4,,medium,0.506300814,Employed,3
246,support,,0.780983144,5,,low,0.962579717,Employed,3
218,sales,,0.971004123,4,,low,0.7509497,Left,5
140,sales,,0.496722383,2,,low,0.454679945,Left,3
205,sales,,,4,,medium,0.740407694,Employed,3
253,marketing,,0.871048721,4,,low,0.678361029,Employed,4
266,,,,4,,medium,0.706459137,Employed,3
157,marketing,,0.536906243,2,,medium,0.364974694,Left,3
198,management,1,0.603597162,3,,medium,0.621638742,Employed,2
234,sales,1,0.856634295,5,,low,0.211181932,Employed,3
128,marketing,,0.662113409,5,,medium,0.601225677,Employed,5
122,temp,,,2,,medium,,Employed,
197,engineering,,0.940372553,3,,low,0.554530797,Employed,3
215,support,,0.488962168,4,,low,0.763039715,Employed,3
183,engineering,,0.71758108,3,,low,0.512634807,Employed,2
218,admin,,0.798010279,4,,low,0.313008715,Employed,5
98,sales,,0.670048042,3,,low,0.348938914,Employed,2
267,sales,,0.61996601,4,,low,0.855214448,Employed,4
253,finance,,0.72110889,3,,low,0.539217012,Employed,3
185,support,,0.458596912,6,,medium,0.82256997,Employed,4
257,sales,,0.640016856,6,,medium,0.094439312,Employed,3
146,marketing,,,4,,low,0.661268339,Employed,3
258,management,,0.867978166,6,,low,0.084640684,Left,4
189,support,,0.557083722,4,,medium,0.885917496,Employed,3
177,engineering,,0.838465062,3,,low,0.939100946,Employed,4
257,sales,1,0.725507041,4,,medium,0.682073112,Employed,10
177,IT,,,5,,low,0.851212789,Employed,3
223,sales,1,0.632478087,5,,low,0.217098652,Employed,3
240,sales,,0.834691137,3,,low,0.839315321,Employed,8
258,engineering,,0.76707866,4,,medium,0.944187786,Employed,3
249,marketing,,0.874405372,5,,low,0.257382796,Employed,3
205,engineering,,0.674984193,4,,low,0.741814357,Employed,3
261,finance,,0.828202203,6,,medium,0.153197067,Left,4
243,support,,0.755546001,3,,medium,1,Employed,3
156,sales,,0.476887404,2,,medium,0.37256735,Left,3
98,engineering,1,0.910012006,6,,low,0.194659943,Employed,6
264,engineering,,0.80632928,6,,low,0.130812479,Left,4
